Date,THREEFF0100.B,THREEFF0200.B,THREEFF0300.B,THREEFF0400.B,THREEFF0500.B,THREEFF0600.B,THREEFF0700.B,THREEFF0800.B,THREEFF0900.B,THREEFF1000.B,THREEFFTP0100.B,THREEFFTP0200.B,THREEFFTP0300.B,THREEFFTP0400.B,THREEFFTP0500.B,THREEFFTP0600.B,THREEFFTP0700.B,THREEFFTP0800.B,THREEFFTP0900.B,THREEFFTP1000.B,THREEFY0100.B,THREEFY0200.B,THREEFY0300.B,THREEFY0400.B,THREEFY0500.B,THREEFY0600.B,THREEFY0700.B,THREEFY0800.B,THREEFY0900.B,THREEFY1000.B,THREEFYTP0100.B,THREEFYTP0200.B,THREEFYTP0300.B,THREEFYTP0400.B,THREEFYTP0500.B,THREEFYTP0600.B,THREEFYTP0700.B,THREEFYTP0800.B,THREEFYTP0900.B,THREEFYTP1000.B
1 01 2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 01 2018,2.079099894,2.235399961,2.253200054,2.301599979,2.414700031,2.582700014,2.78670001,3.009799957,3.239799976,3.469000101,0.057700001,-0.0317,-0.143299997,-0.215800002,-0.233400002,-0.201900005,-0.133399993,-0.040199999,0.068400003,0.185599998,1.761800051,1.972200036,2.06340003,2.115600109,2.163000107,2.218300104,2.284600019,2.361200094,2.446000099,2.536900043,0.047600001,0.033399999,-0.0075,-0.051600002,-0.087099999,-0.109499998,-0.118100002,-0.114399999,-0.100299999,-0.077600002
3 01 2018,2.082900047,2.237999916,2.253299952,2.299499989,2.411000013,2.578099966,2.781399965,3.004199982,3.234200001,3.46329999,0.058499999,-0.0308,-0.143099993,-0.216499999,-0.234899998,-0.204099998,-0.136199996,-0.043299999,0.064999998,0.181899995,1.764099956,1.97510004,2.065700054,2.1171,2.163700104,2.218199968,2.283799887,2.3598001,2.444200039,2.534600019,0.048,0.034000002,-0.0068,-0.051199999,-0.086999997,-0.109700002,-0.118699998,-0.1153,-0.101400003,-0.078900002
4 01 2018,2.103499889,2.259599924,2.270299911,2.31159997,2.419300079,2.583600044,2.785200119,3.006900072,3.236099958,3.464799881,0.065200001,-0.021400001,-0.133900002,-0.208700001,-0.228799999,-0.199399993,-0.132599995,-0.0405,0.067299999,0.183899999,1.77699995,1.992499948,2.083800077,2.134299994,2.179399967,2.232500076,2.296700001,2.371500015,2.454799891,2.544399977,0.051600002,0.039999999,0.0003,-0.043699998,-0.079599999,-0.102600001,-0.112000003,-0.109099999,-0.095600002,-0.0735
5 01 2018,2.117899895,2.280200005,2.289999962,2.328500032,2.433599949,2.595900059,2.796000004,3.016700029,3.245300055,3.473500013,0.073899999,-0.0083,-0.119800001,-0.195299998,-0.216399997,-0.188099995,-0.122100003,-0.0307,0.0766,0.192699999,1.779999971,2.003299952,2.097800016,2.149399996,2.194600105,2.24729991,2.311100006,2.385299921,2.468199968,2.557300091,0.056299999,0.048,0.0102,-0.0328,-0.068300001,-0.091200002,-0.100699998,-0.097900003,-0.084600002,-0.062700003
8 01 2018,2.129199982,2.289799929,2.299099922,2.337500095,2.442500114,2.604700089,2.804800034,3.025399923,3.253799915,3.481899977,0.074500002,-0.0077,-0.119000003,-0.194100007,-0.214699998,-0.185900003,-0.119499996,-0.0276,0.079999998,0.196500003,1.793400049,2.015100002,2.108799934,2.15989995,2.204799891,2.2572999,2.320899963,2.394999981,2.477699995,2.566699982,0.0568,0.048500001,0.0108,-0.032099999,-0.067500003,-0.0902,-0.0995,-0.096500002,-0.082999997,-0.060899999
9 01 2018,2.147700071,2.322000027,2.339900017,2.383399963,2.491100073,2.65440011,2.854700089,3.074899912,3.302700043,3.529900074,0.085600004,0.0098,-0.097000003,-0.168500006,-0.186499998,-0.155599996,-0.087800004,0.0052,0.113600001,0.230599999,1.802700043,2.032700062,2.132800102,2.188800097,2.237400055,2.292700052,2.358299971,2.434000015,2.517800093,2.607700109,0.062899999,0.058800001,0.0243,-0.016000001,-0.049199998,-0.070100002,-0.077799998,-0.0735,-0.058800001,-0.035799999
10 01 2018,2.143599987,2.324899912,2.348799944,2.396500111,2.506900072,2.671799898,2.872800112,3.093300104,3.321099997,3.548099995,0.088200003,0.0144,-0.090099998,-0.159700006,-0.176100001,-0.143999994,-0.075300001,0.018300001,0.127100006,0.244299993,1.796000004,2.029000044,2.132400036,2.191299915,2.242300034,2.299499989,2.366699934,2.443599939,2.528399944,2.619100094,0.064400002,0.0614,0.027899999,-0.0113,-0.043499999,-0.063600004,-0.070500001,-0.065499999,-0.0502,-0.026699999
11 01 2018,2.141200066,2.323699951,2.348799944,2.397399902,2.508399963,2.673599958,2.874900103,3.095499992,3.323299885,3.550400019,0.088200003,0.0147,-0.089599997,-0.158700004,-0.174799994,-0.142499998,-0.073600002,0.02,0.128900006,0.246099994,1.793400049,2.026799917,2.130700111,2.190099955,2.241600037,2.299200058,2.36680007,2.443900108,2.529000044,2.619800091,0.064400002,0.0614,0.028100001,-0.011,-0.043099999,-0.062899999,-0.069700003,-0.064599998,-0.049199998,-0.025599999
12 01 2018,2.158900023,2.344500065,2.368299961,2.414599895,2.523499966,2.687200069,2.887399912,3.107199907,3.334399939,3.561000109,0.094800003,0.0242,-0.079300001,-0.148699999,-0.165399998,-0.133499995,-0.064999998,0.0283,0.136999995,0.254200011,1.804299951,2.042200089,2.147700071,2.207499981,2.25880003,2.315900087,2.3829,2.459599972,2.544100046,2.634500027,0.067900002,0.067400001,0.035399999,-0.003,-0.034699999,-0.054400001,-0.0612,-0.056000002,-0.0407,-0.017100001
15 01 2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16 01 2018,2.175600052,2.355200052,2.373100042,2.415100098,2.520999908,2.682899952,2.881999969,3.101200104,3.328099966,3.5546,0.095100001,0.023800001,-0.081200004,-0.152199998,-0.170000002,-0.138999999,-0.071099997,0.022,0.130600005,0.247700006,1.82249999,2.058199883,2.160900116,2.217999935,2.26699996,2.322099924,2.387599945,2.462899923,2.54640007,2.635999918,0.0682,0.067500003,0.035100002,-0.0039,-0.036200002,-0.056499999,-0.0638,-0.059099998,-0.044199999,-0.0209
17 01 2018,2.200200081,2.384299994,2.400000095,2.438499928,2.541399956,2.700900078,2.898299932,3.116300106,3.342400074,3.568300009,0.104500003,0.037500001,-0.066600002,-0.137999997,-0.156800002,-0.126699999,-0.0594,0.033199999,0.141399994,0.258300006,1.837100029,2.079400063,2.184499979,2.242000103,2.290499926,2.344899893,2.409600019,2.484100103,2.566900015,2.655800104,0.073299997,0.075999998,0.045600001,0.0076,-0.0243,-0.044500001,-0.051800001,-0.047200002,-0.032299999,-0.0092
18 01 2018,2.224600077,2.419100046,2.439399958,2.479599953,2.582799911,2.7421,2.938800097,3.156100035,3.381400108,3.606400013,0.115800001,0.054699998,-0.045899998,-0.1153,-0.132699996,-0.101599999,-0.033500001,0.059599999,0.168300003,0.28549999,1.851600051,2.101799965,2.211899996,2.272700071,2.323299885,2.379199982,2.444700003,2.519900084,2.603100061,2.692199945,0.079599999,0.086400002,0.058899999,0.023,-0.0073,-0.0262,-0.032499999,-0.027000001,-0.0114,0.0124
19 01 2018,2.239599943,2.444700003,2.468300104,2.50909996,2.611799955,2.770299911,2.966300011,3.182800055,3.407299995,3.631700039,0.126200005,0.070799999,-0.0272,-0.0955,-0.112499997,-0.081200004,-0.0132,0.079899997,0.188500002,0.305700004,1.854799986,2.114000082,2.229300022,2.292999983,2.345400095,2.402400017,2.468600035,2.544199944,2.627599955,2.716799974,0.085199997,0.096000001,0.071099997,0.037,0.008,-0.0101,-0.015799999,-0.0098,0.0061,0.030099999
22 01 2018,2.253700018,2.463099957,2.488899946,2.530600071,2.633599997,2.792000055,2.987699986,3.203900099,3.427999973,3.65199995,0.131400004,0.078699999,-0.0176,-0.084700003,-0.100900002,-0.068999998,-0.0004,0.093099996,0.202000007,0.319400012,1.865100026,2.127399921,2.244699955,2.309900045,2.363300085,2.420900106,2.487499952,2.56340003,2.647000074,2.736299992,0.088100001,0.100900002,0.077299997,0.044199999,0.015900001,-0.0015,-0.0066,-0.0002,0.016100001,0.040600002
23 01 2018,2.234200001,2.438899994,2.46359992,2.505599976,2.609299898,2.768399954,2.964900017,3.181699991,3.406399965,3.630899906,0.124300003,0.0682,-0.0298,-0.0977,-0.114299998,-0.082800001,-0.0144,0.078900002,0.187600002,0.304800004,1.851500034,2.109400034,2.224400043,2.288300037,2.341099977,2.398400068,2.464999914,2.540899992,2.624500036,2.713999987,0.084200002,0.094400004,0.0691,0.034899998,0.0059,-0.0121,-0.0177,-0.0117,0.0043,0.0285
24 01 2018,2.242000103,2.451400042,2.477200031,2.519000053,2.622100115,2.780699968,2.976599932,3.192899942,3.417299986,3.641499996,0.129500002,0.075999998,-0.0208,-0.088399999,-0.104999997,-0.073600002,-0.0054,0.087800004,0.196400002,0.313499987,1.853199959,2.115600109,2.23300004,2.298199892,2.351599932,2.409199953,2.475899935,2.55189991,2.63560009,2.724999905,0.086999997,0.099100001,0.075099997,0.041700002,0.0132,-0.0045,-0.0099,-0.0037,0.0124,0.036600001
25 01 2018,2.243999958,2.448600054,2.468300104,2.505100012,2.604899883,2.761499882,2.95630002,3.172199965,3.396500111,3.620800018,0.128600001,0.074000001,-0.024900001,-0.094899997,-0.113600001,-0.083899997,-0.017000001,0.075199999,0.1831,0.299800009,1.854200006,2.116100073,2.231300116,2.29399991,2.345099926,2.40079999,2.465899944,2.540499926,2.62319994,2.711699963,0.086400002,0.098099999,0.0735,0.0392,0.0096,-0.009,-0.0153,-0.01,0.0054,0.028899999
26 01 2018,2.281599998,2.493999958,2.509000063,2.538899899,2.632699966,2.784699917,2.976500034,3.190299988,3.413199902,3.636499882,0.144500002,0.097199999,-0.0005,-0.071999997,-0.093000002,-0.065399997,-0.0002,0.090800002,0.197799996,0.313800007,1.873200059,2.147300005,2.266599894,2.329799891,2.379899979,2.434000015,2.497499943,2.570499897,2.65170002,2.739099979,0.094999999,0.112499997,0.091200002,0.058400001,0.029300001,0.0106,0.004,0.009,0.0239,0.046999998
29 01 2018,2.308500051,2.525399923,2.540600061,2.569299936,2.66170001,2.812599897,3.003299952,3.216200113,3.438299894,3.661000013,0.152999997,0.109800003,0.0137,-0.057100002,-0.077799998,-0.049899999,0.0156,0.106799997,0.214100003,0.330300003,1.89349997,2.172199965,2.293800116,2.357899904,2.408400059,2.462500095,2.52579999,2.598599911,2.679500103,2.766599894,0.099799998,0.120300002,0.1008,0.069300003,0.041099999,0.023,0.016899999,0.0222,0.0374,0.060899999
30 01 2018,2.3204,2.545900106,2.565599918,2.596600056,2.690000057,2.841099977,3.031699896,3.244299889,3.465899944,3.6881001,0.160400003,0.121399999,0.028000001,-0.041000001,-0.060400002,-0.0317,0.034400001,0.126100004,0.233700007,0.350100011,1.898399949,2.183000088,2.308599949,2.3756001,2.428100109,2.483700037,2.548000097,2.621599913,2.703000069,2.790499926,0.1039,0.127200007,0.109800003,0.079800002,0.0528,0.035799999,0.0305,0.036499999,0.052299999,0.076200001
31 01 2018,2.336199999,2.562099934,2.579799891,2.608700037,2.700299978,2.850199938,3.039799929,3.25180006,3.47300005,3.6947999,0.164499998,0.127100006,0.034000002,-0.035500001,-0.055300001,-0.027000001,0.038899999,0.130400002,0.238000005,0.354400009,1.910899997,2.197400093,2.323400021,2.390000105,2.441800117,2.496700048,2.560400009,2.633399963,2.714299917,2.801300049,0.1061,0.130899996,0.114200003,0.084600002,0.057700001,0.040600002,0.035300002,0.041299999,0.057,0.080899999
1 02 2018,2.361599922,2.601399899,2.626699924,2.659199953,2.752399921,2.90260005,3.092000008,3.303200006,3.523600101,3.744400024,0.177699998,0.147599995,0.059,-0.0072,-0.024900001,0.0052,0.0722,0.164700001,0.272899985,0.389800012,1.924700022,2.220900059,2.353499889,2.424799919,2.479899883,2.537199974,2.602600098,2.676800013,2.758599997,2.846199989,0.113399997,0.143099993,0.129999995,0.103100002,0.078400001,0.063100003,0.059300002,0.066399999,0.083300002,0.108000003
2 02 2018,2.371200085,2.628599882,2.668400049,2.710999966,2.810400009,2.963900089,3.154700041,3.366300106,3.586299896,3.806299925,0.187800005,0.164299995,0.081900001,0.021199999,0.0082,0.0418,0.111500002,0.205899999,0.315499991,0.433400005,1.92719996,2.231300116,2.372100115,2.450500011,2.511499882,2.573499918,2.64260006,2.719700098,2.80369997,2.892999887,0.119099997,0.152700007,0.143000007,0.1193,0.097499996,0.084899999,0.083300002,0.092600003,0.111100003,0.137400001
5 02 2018,2.319099903,2.563800097,2.609999895,2.662699938,2.770800114,2.930900097,3.126300097,3.340899944,3.562900066,3.784399986,0.164000005,0.129500002,0.045200001,-0.0131,-0.022700001,0.0141,0.086400002,0.182699993,0.29370001,0.412600011,1.904000044,2.189100027,2.323199987,2.400500059,2.462800026,2.526799917,2.598200083,2.67750001,2.763499975,2.854599953,0.106299996,0.131200001,0.116499998,0.090499997,0.068000004,0.055399999,0.054299999,0.064099997,0.083400004,0.110299997
6 02 2018,2.32249999,2.564699888,2.613600016,2.669699907,2.780499935,2.942399979,3.138900042,3.354099989,3.576299906,3.797800064,0.160899997,0.124700002,0.041099999,-0.0155,-0.0231,0.0155,0.089299999,0.186700001,0.298700005,0.418300003,1.915300012,2.195499897,2.328099966,2.405499935,2.468499899,2.533400059,2.605499983,2.685499907,2.772099972,2.863699913,0.104800001,0.128299996,0.1131,0.087099999,0.064999998,0.052900001,0.052499998,0.063000001,0.082900003,0.110399999
7 02 2018,2.355999947,2.605200052,2.660000086,2.719899893,2.832900047,2.995599985,3.192100048,3.406899929,3.628400087,3.84890008,0.170000002,0.138500005,0.058600001,0.0054,0.0008,0.041900001,0.117700003,0.216800004,0.330000013,0.450700015,1.946099997,2.22939992,2.365200043,2.445499897,2.510699987,2.577399969,2.650899887,2.731800079,2.819099903,2.911099911,0.110100001,0.136700004,0.123899996,0.100000001,0.079800002,0.069499999,0.070600003,0.082500003,0.103600003,0.132300004
8 02 2018,2.35529995,2.607500076,2.66960001,2.736099958,2.853800058,3.019500017,3.217700005,3.433199883,3.654900074,3.875400066,0.168799996,0.137400001,0.059900001,0.0098,0.0083,0.052000001,0.129899994,0.230599999,0.344999999,0.466500014,1.950799942,2.231699944,2.368799925,2.451400042,2.519200087,2.588200092,2.663700104,2.746299982,2.834899902,2.927999973,0.1096,0.135900006,0.123400003,0.100299999,0.081200004,0.0722,0.074500002,0.087499999,0.109700002,0.139300004
9 02 2018,2.310600042,2.559400082,2.63319993,2.712599993,2.840500116,3.013299942,3.21600008,3.434400082,3.657799959,3.879199982,0.152099997,0.113700002,0.037,-0.0089,-0.0056,0.042199999,0.123300001,0.226300001,0.342400014,0.46509999,1.927800059,2.195899963,2.330600023,2.415299892,2.486700058,2.559600115,2.638600111,2.724299908,2.815599918,2.910900116,0.100699998,0.120800003,0.105400003,0.081600003,0.063000001,0.055,0.058600001,0.072999999,0.0964,0.127100006
12 02 2018,2.334100008,2.578900099,2.657200098,2.742000103,2.87409997,3.049599886,3.253799915,3.472700119,3.696099997,3.917099953,0.150099993,0.110399999,0.035599999,-0.0068,0.0004,0.051800001,0.135900006,0.241300002,0.359299988,0.483599991,1.964100003,2.224100113,2.356600046,2.441499949,2.513999939,2.588200092,2.668400049,2.755199909,2.847300053,2.943300009,0.100000001,0.119099997,0.103399999,0.080200002,0.062700003,0.056000002,0.061099999,0.076899998,0.101599999,0.133599997
13 02 2018,2.326200008,2.563800097,2.640899897,2.726599932,2.859999895,3.036600113,3.241600037,3.461199999,3.685100079,3.906599998,0.142700002,0.098999999,0.0228,-0.0196,-0.012,0.039900001,0.124499999,0.230499998,0.348800004,0.473399997,1.966099977,2.219000101,2.347899914,2.430999994,2.502599955,2.576400042,2.656500101,2.743299961,2.835500002,2.931600094,0.096100003,0.112199999,0.094800003,0.070500001,0.0524,0.045400001,0.0504,0.066100001,0.090899996,0.122900002
14 02 2018,2.389800072,2.644999981,2.724100113,2.806699991,2.936000109,3.10890007,3.310899973,3.528000116,3.749700069,3.969399929,0.168599993,0.137799993,0.066600002,0.025800001,0.0337,0.085600004,0.170200005,0.27610001,0.394499987,0.519200027,2.004699945,2.275500059,2.413199902,2.500499964,2.573800087,2.648099899,2.728100061,2.814399958,2.905999899,3.001399994,0.110299997,0.136000007,0.124499999,0.104000002,0.088299997,0.082999997,0.089100003,0.105700001,0.131099999,0.163699999
15 02 2018,2.40350008,2.659600019,2.735800028,2.815099955,2.941800117,3.112900019,3.313699961,3.529999971,3.751300097,3.97059989,0.173299998,0.144299999,0.073100001,0.031399999,0.0381,0.089100003,0.172900006,0.278299987,0.396400005,0.520799994,2.013000011,2.286999941,2.425299883,2.512000084,2.584500074,2.657799959,2.736900091,2.822400093,2.913300037,3.008100033,0.112800002,0.140100002,0.129500002,0.109200001,0.093500003,0.088,0.093800001,0.110100001,0.135299996,0.167600006
16 02 2018,2.40170002,2.649300098,2.719899893,2.795900106,2.920799971,3.09100008,3.291500092,3.5079,3.72939992,3.949100018,0.167999998,0.135600001,0.061999999,0.0184,0.023800001,0.073899999,0.157100007,0.262100011,0.379900008,0.504199982,2.017100096,2.285900116,2.420099974,2.503700018,2.573800087,2.645299911,2.72300005,2.807499886,2.897599936,2.99180007,0.109999999,0.135100007,0.1228,0.101199999,0.084399998,0.0779,0.082900003,0.0986,0.123199999,0.155100003
19 02 2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20 02 2018,2.421099901,2.659800053,2.723999977,2.795700073,2.917999983,3.086600065,3.286200047,3.502000093,3.723400116,3.943000078,0.166500002,0.132300004,0.0568,0.0119,0.0164,0.065899998,0.148900002,0.253899992,0.371899992,0.496300012,2.041399956,2.305399895,2.435499907,2.515700102,2.582999945,2.652400017,2.728399992,2.811500072,2.900500059,2.993799925,0.109300002,0.133599997,0.120399997,0.097900003,0.080300003,0.073299997,0.077799998,0.093099996,0.117399998,0.149100006
21 02 2018,2.441800117,2.690700054,2.759399891,2.83310008,2.955800056,3.124200106,3.323299885,3.538500071,3.75909996,3.977900028,0.176899999,0.148300007,0.076099999,0.033100002,0.038899999,0.089400001,0.172999993,0.278499991,0.396800011,0.521499991,2.052599907,2.324199915,2.459199905,2.542599916,2.612099886,2.682899952,2.759900093,2.843699932,2.933099985,3.02670002,0.115099996,0.143299997,0.132699996,0.112199999,0.096199997,0.090300001,0.095799997,0.111900002,0.136899993,0.169100001
22 02 2018,2.434200048,2.682100058,2.75090003,2.824899912,2.947999954,3.11680007,3.316099882,3.531599998,3.752399921,3.971400023,0.174700007,0.145099998,0.072400004,0.029200001,0.035,0.0854,0.168899998,0.274399996,0.3926,0.517199993,2.046700001,2.317199945,2.451600075,2.534800053,2.604300022,2.675100088,2.752199888,2.835999966,2.925600052,3.019200087,0.113799997,0.141200006,0.130199999,0.109399997,0.093099996,0.087099999,0.092500001,0.108499996,0.133399993,0.1655
23 02 2018,2.41779995,2.65440011,2.717099905,2.787899971,2.909699917,3.078099966,3.27760005,3.493499994,3.714900017,3.934700012,0.164800003,0.129600003,0.053300001,0.0077,0.0118,0.060899999,0.143600002,0.248400003,0.3662,0.490500003,2.039400101,2.302299976,2.431299925,2.510699987,2.577399969,2.646300077,2.721999884,2.804800034,2.893599987,2.986799955,0.1083,0.131999999,0.118299998,0.095299996,0.077399999,0.07,0.074299999,0.089299999,0.113499999,0.144899994
26 02 2018,2.401900053,2.626600027,2.686700106,2.757999897,2.881099939,3.050800085,3.251600027,3.468499899,3.690700054,3.911200047,0.152700007,0.111000001,0.032099999,-0.0142,-0.01,0.0396,0.122699998,0.227799997,0.345899999,0.470600009,2.038300037,2.290199995,2.413399935,2.489700079,2.554800034,2.622800112,2.697999954,2.780600071,2.869400024,2.962599993,0.101800002,0.120899998,0.104099996,0.079400003,0.060199998,0.052099999,0.0559,0.070699997,0.094599999,0.1259
27 02 2018,2.431999922,2.663500071,2.723700047,2.793200016,2.914200068,3.08220005,3.281399965,3.497200012,3.718499899,3.9381001,0.163900003,0.127599999,0.050700001,0.005,0.0092,0.058699999,0.141800001,0.246900007,0.365099996,0.489800006,2.058099985,2.317300081,2.443900108,2.521600008,2.587100029,2.655100107,2.730099916,2.812400103,2.900700092,2.993499994,0.108000003,0.131099999,0.116899997,0.093699999,0.075499997,0.068000004,0.072300002,0.087399997,0.111599997,0.143199995
28 02 2018,2.42869997,2.656300068,2.712500095,2.779200077,2.898299932,3.065299988,3.263999939,3.479599953,3.700999975,3.920799971,0.161799997,0.123999998,0.045600001,-0.0018,0.0011,0.049400002,0.131600007,0.236100003,0.353799999,0.478199989,2.055500031,2.31340003,2.438199997,2.514199972,2.578200102,2.644900084,2.718899965,2.800400019,2.888099909,2.980499983,0.106799997,0.129099995,0.114100002,0.090099998,0.071099997,0.062899999,0.066500001,0.081,0.104699999,0.135800004
1 03 2018,2.39470005,2.609600067,2.659199953,2.722700119,2.840600014,3.007400036,3.206700087,3.423099995,3.645499945,3.866499901,0.148000002,0.102899998,0.0198,-0.0308,-0.030400001,0.016100001,0.096900001,0.200299993,0.317099988,0.440800011,2.031899929,2.281100035,2.39989996,2.471699953,2.532700062,2.59739995,2.66989994,2.750400066,2.837500095,2.929399967,0.098999999,0.116300002,0.0977,0.070900001,0.049800001,0.039700001,0.0418,0.054900002,0.077500001,0.107600003
2 03 2018,2.419399977,2.640399933,2.689800024,2.751300097,2.867199898,3.032299995,3.230200052,3.445600033,3.667200089,3.887399912,0.157800004,0.117399998,0.035999998,-0.0143,-0.0142,0.032000002,0.112599999,0.215900004,0.332599998,0.45629999,2.046900034,2.302900076,2.424700022,2.497699976,2.559099913,2.623600006,2.695800066,2.776000023,2.862699986,2.954200029,0.104400001,0.125200003,0.108800001,0.083300002,0.063000001,0.053399999,0.055799998,0.069200002,0.091899998,0.122100003
5 03 2018,2.42930007,2.652299881,2.704799891,2.768899918,2.886499882,3.052599907,3.25090003,3.466399908,3.687799931,3.907799959,0.159600005,0.120300002,0.040399998,-0.0082,-0.0065,0.041099999,0.1228,0.226899996,0.344399989,0.468499988,2.058199883,2.313899994,2.436500072,2.51060009,2.57310009,2.638600111,2.711600065,2.792399883,2.879600048,2.971400023,0.105499998,0.127000004,0.111199997,0.086400002,0.066799998,0.057999998,0.061099999,0.075199999,0.098499998,0.129199997
6 03 2018,2.433000088,2.656199932,2.709199905,2.773699999,2.891499996,3.057699919,3.256099939,3.47149992,3.692899942,3.912800074,0.160300002,0.121200003,0.0416,-0.0066,-0.0045,0.043299999,0.125200003,0.229599997,0.347200006,0.471500009,2.062000036,2.317699909,2.440500021,2.514800072,2.577399969,2.642999887,2.716200113,2.796999931,2.884200096,2.976099968,0.105899997,0.127599999,0.112000003,0.087399997,0.067900002,0.059300002,0.0625,0.076700002,0.100100003,0.130999997
7 03 2018,2.437000036,2.660599947,2.713500023,2.777699947,2.895299911,3.061199903,3.259500027,3.47480011,3.696000099,3.915899992,0.161400005,0.122900002,0.043499999,-0.0047,-0.0026,0.045200001,0.127200007,0.2315,0.349099994,0.473500013,2.06520009,2.321399927,2.444400072,2.518699884,2.581399918,2.646899939,2.720000029,2.800800085,2.887900114,2.979799986,0.106600001,0.128600001,0.113200001,0.088799998,0.069399998,0.060899999,0.064199999,0.078400001,0.101800002,0.132699996
8 03 2018,2.4302001,2.647900105,2.696799994,2.758699894,2.875099897,3.040499926,3.238600016,3.453999996,3.675499916,3.895699978,0.156800002,0.115599997,0.034200002,-0.0155,-0.0146,0.032400001,0.113700002,0.217600003,0.334899992,0.458999991,2.062400103,2.315000057,2.435199976,2.507400036,2.568300009,2.632699966,2.704799891,2.78489995,2.871500015,2.963000059,0.104000002,0.124300003,0.107600003,0.082000002,0.061799999,0.0524,0.055,0.068700001,0.091700003,0.122199997
9 03 2018,2.446799994,2.66869998,2.717400074,2.777699947,2.892499924,3.056600094,3.253700018,3.468400002,3.689399958,3.909100056,0.163599998,0.125699997,0.045400001,-0.0043,-0.0036,0.043099999,0.124200001,0.227899998,0.345099986,0.469099998,2.072000027,2.32949996,2.451800108,2.524800062,2.585900068,2.650099993,2.721999884,2.801700115,2.888099909,2.979199886,0.107799999,0.130500004,0.1153,0.090700001,0.070900001,0.061799999,0.064599998,0.078299999,0.101400003,0.131899998
12 03 2018,2.444299936,2.657200098,2.701299906,2.759500027,2.873300076,3.037199974,3.234299898,3.449199915,3.67050004,3.890500069,0.157399997,0.115699999,0.033100002,-0.017899999,-0.017999999,0.0283,0.109099999,0.212699994,0.32980001,0.453900009,2.077199936,2.328299999,2.446399927,2.516400099,2.575400114,2.638099909,2.708899975,2.787899971,2.873699903,2.964400053,0.104400001,0.124700002,0.107699998,0.081699997,0.060899999,0.050999999,0.053199999,0.066500001,0.089199997,0.119400002
13 03 2018,2.432699919,2.634000063,2.673700094,2.730600119,2.844500065,3.00880003,3.206599951,3.422100067,3.644000053,3.864700079,0.147,0.0995,0.014,-0.0383,-0.039000001,0.0071,0.087800004,0.191499993,0.308699995,0.432900012,2.077899933,2.319499969,2.431900024,2.498399973,2.555299997,2.616600037,2.686399937,2.764800072,2.850199938,2.940599918,0.098800004,0.115099996,0.095399998,0.067500003,0.045400001,0.034600001,0.0361,0.048900001,0.071099997,0.101099998
14 03 2018,2.427299976,2.614099979,2.647599936,2.701999903,2.815099955,2.97939992,3.177599907,3.393699884,3.61619997,3.837500095,0.136199996,0.082199998,-0.0067,-0.060699999,-0.062100001,-0.0164,0.064300001,0.167999998,0.285400003,0.409700006,2.086400032,2.316999912,2.422399998,2.484400034,2.538199902,2.597500086,2.665899992,2.743200064,2.827899933,2.91779995,0.092900001,0.104999997,0.0823,0.052200001,0.0286,0.0167,0.0174,0.0296,0.051399998,0.081
15 03 2018,2.439199924,2.618599892,2.646500111,2.697299957,2.808099985,2.971100092,3.168499947,3.384299994,3.606699944,3.828000069,0.134299994,0.078500003,-0.0121,-0.067599997,-0.07,-0.024900001,0.055399999,0.158899993,0.276199996,0.400599986,2.102400064,2.328999996,2.430900097,2.49000001,2.541599989,2.598999977,2.665899992,2.7421,2.825799942,2.914999962,0.092,0.103100002,0.079499997,0.048599999,0.0242,0.0117,0.0119,0.023600001,0.045000002,0.074299999
16 03 2018,2.460000038,2.6401999,2.666699886,2.715699911,2.825000048,2.986900091,3.183500051,3.398600101,3.620399952,3.841300011,0.139300004,0.085500002,-0.0046,-0.059900001,-0.062399998,-0.0173,0.063100003,0.166800007,0.284200013,0.408800006,2.120199919,2.348700047,2.450999975,2.509900093,2.561000109,2.617899895,2.684299946,2.75999999,2.843300104,2.932100058,0.094800003,0.107600003,0.084899999,0.0546,0.0305,0.018200001,0.0186,0.030400001,0.052000001,0.0814
19 03 2018,2.472700119,2.648200035,2.672199965,2.719700098,2.828099966,2.989500046,3.185800076,3.400700092,3.622499943,3.843300104,0.138500005,0.083800003,-0.0069,-0.0625,-0.064999998,-0.0197,0.060899999,0.164900005,0.282599986,0.407400012,2.136600018,2.361999989,2.462100029,2.519399881,2.569299936,2.625200033,2.690999985,2.766200066,2.848999977,2.937400103,0.094499998,0.106799997,0.083700001,0.052999999,0.0288,0.0164,0.0166,0.0285,0.050099999,0.079499997
